카테고리,상품명,창고,설명,공급가,택배사,택배비,면과세,사진,노출
농산물·과일,천도복숭아 대과 3kg,과일,과일 공급,20500,롯데택배,0,면세,,표시
농산물·과일,천도복숭아 대과 2kg,과일,과일 공급,14500,롯데택배,0,면세,,표시
농산물·과일,천도복숭아 대과 1kg,과일,과일 공급,9300,롯데택배,0,면세,,표시
농산물·과일,못난이 참외 혼합과 4kg,과일,과일 공급,29900,롯데택배,0,면세,,표시
농산물·과일,못난이 참외 혼합과 2kg,과일,과일 공급,16800,롯데택배,0,면세,,표시
농산물·과일,정품 참외 대과 4kg,과일,과일 공급,38500,롯데택배,0,면세,,표시
농산물·과일,정품 참외 대과 2kg,과일,과일 공급,21100,롯데택배,0,면세,,표시
농산물·과일,정품 참외 중과 4kg,과일,과일 공급,36100,롯데택배,0,면세,,표시
농산물·과일,정품 참외 중과 2kg,과일,과일 공급,19900,롯데택배,0,면세,,표시
농산물·과일,정품 부사사과 소과 2kg,과일,과일 공급,16800,롯데택배,0,면세,,표시
농산물·과일,정품 부사사과 소과 3kg,과일,과일 공급,23200,롯데택배,0,면세,,표시
농산물·과일,정품 부사사과 소과 5kg,과일,과일 공급,34500,롯데택배,0,면세,,표시
농산물·과일,정품 부사사과 중과 2kg,과일,과일 공급,18500,롯데택배,0,면세,,표시
농산물·과일,정품 부사사과 중과 3kg,과일,과일 공급,25900,롯데택배,0,면세,,표시
농산물·과일,정품 부사사과 중과 5kg,과일,과일 공급,39100,롯데택배,0,면세,,표시
농산물·과일,정품 부사사과 대과 2kg,과일,과일 공급,20200,롯데택배,0,면세,,표시
농산물·과일,정품 부사사과 대과 3kg,과일,과일 공급,28300,롯데택배,0,면세,,표시
농산물·과일,정품 부사사과 대과 5kg,과일,과일 공급,43100,롯데택배,0,면세,,표시
농산물·과일,가정용 부사사과 소과 3kg,과일,과일 공급,18400,롯데택배,0,면세,,표시
농산물·과일,가정용 부사사과 소과 5kg,과일,과일 공급,26600,롯데택배,0,면세,,표시
농산물·과일,가정용 부사사과 중과 3kg,과일,과일 공급,20200,롯데택배,0,면세,,표시
농산물·과일,가정용 부사사과 중과 5kg,과일,과일 공급,29500,롯데택배,0,면세,,표시
농산물·과일,정품 부사 한입사과 2kg,과일,과일 공급,11700,롯데택배,0,면세,,표시
농산물·과일,정품 부사 한입사과 4kg,과일,과일 공급,19000,롯데택배,0,면세,,표시
간편식품·밀키트,건중하포 1박스,군컬,군컬 공급,12000,롯데택배,0,면세,,표시
수산물,무더기 선동 암꽃게 5kg,군컬,군컬 공급,48000,롯데택배,0,면세,,표시
수산물,서해안 고주바 멸치 1.5kg,군컬,군컬 공급,18500,롯데택배,0,면세,,표시
김치·반찬,국내산 동치미 5kg,김치,김치 공급,10000,씨제이대한통운,0,면세,,표시
계란·유제품,동물복지 난각 2번 유정란 60구,난각,난각 공급,27500,씨제이대한통운,0,면세,,표시
계란·유제품,동물복지 난각 2번 유정란 40구,난각,난각 공급,20000,씨제이대한통운,0,면세,,표시
계란·유제품,동물복지 난각 2번 유정란 20구,난각,난각 공급,11400,씨제이대한통운,0,면세,,표시
농산물·과일,삶아가는 홍찰옥수수 10개,농작,농작 공급,10200,씨제이대한통운,0,면세,,표시
간편식품·밀키트,추억의 시래기 된장볼 4팩,된장,된장 공급,12500,씨제이대한통운,0,면세,,표시
간편식품·밀키트,든든 우족사골세트 6kg급,디디,디디 공급,21000,씨제이대한통운,0,면세,,표시
간편식품·밀키트,든든 우족사골세트 12kg급,디디,디디 공급,37000,씨제이대한통운,0,면세,,표시
간편식품·밀키트,든든 우족사골세트 18kg급,디디,디디 공급,57000,씨제이대한통운,0,면세,,표시
수산물,자숙대게 3.5kg,디디,디디 공급,51000,씨제이대한통운,0,면세,,표시
농산물·과일,꼬마 부사사과 3kg,마진,마진 공급,9000,씨제이대한통운,0,면세,,표시
간편식품·밀키트,개별 설탕 바나나 6kg,마진,마진 공급,14000,씨제이대한통운,0,면세,,표시
간편식품·밀키트,개별 설탕 바나나 3kg,마진,마진 공급,9000,씨제이대한통운,0,면세,,표시
수산물,특왕 보리굴비 5마리,마진,마진 공급,46500,씨제이대한통운,0,면세,,표시
수산물,제주 반건조 옥돔 5마리,마진,마진 공급,34500,씨제이대한통운,0,면세,,표시
김치·반찬,대쪽 이원욱 포기김치 5kg,맛김,맛김 공급,22000,롯데택배,0,면세,,표시
김치·반찬,대쪽 이원욱 포기김치 10kg,맛김,맛김 공급,40000,롯데택배,0,면세,,표시
축산물,투뿔 도가니 사골세트 5.8kg,생고,생고 공급,31000,로젠택배,0,면세,,표시
간편식품·밀키트,맛상 솔잎돼지왕구이 3.8kg,솔잎,솔잎 공급,32000,롯데택배,0,과세,,표시
수산물,제주 은갈치 40미,수갈,수갈 공급,59000,씨제이대한통운,0,면세,,표시
수산물,제주 은갈치 20미,수갈,수갈 공급,39000,씨제이대한통운,0,면세,,표시
간편식품·밀키트,평양냉면 10인분,식음,식음 공급,16000,씨제이대한통운,0,과세,,표시
간편식품·밀키트,칡냉면 10인분,식음,식음 공급,16000,씨제이대한통운,0,과세,,표시
수산물,삼점 암꽃게장 1통,여수,여수 공급,14500,씨제이대한통운,0,과세,,표시
수산물,삼점 암꽃게장 1+1,여수,여수 공급,24000,씨제이대한통운,0,과세,,표시
김치·반찬,동치미 5kg,여수,여수 공급,10000,씨제이대한통운,0,면세,,표시
축산물,한우 우족사골세트 12kg급,우사,우사 공급,38000,씨제이대한통운,0,면세,,표시
축산물,한우 우족사골세트 6kg급,우사,우사 공급,21500,씨제이대한통운,0,면세,,표시
수산물,랜덤지리멸치밥새우 1박스,자원,자원 공급,13000,씨제이대한통운,0,면세,,표시
김치·반찬,전라도식 총각김치 10kg,전라,전라 공급,39000,로젠택배,0,면세,,표시
김치·반찬,전라도식 총각김치 5kg,전라,전라 공급,21000,로젠택배,0,면세,,표시
수산물,제주 은갈치 40팩 대,제이,제이 공급,64000,한진택배,0,면세,,표시
수산물,제주 은갈치 20팩 대,제이,제이 공급,37500,한진택배,0,면세,,표시
수산물,제주 은갈치 15팩 소,제이,제이 공급,14100,한진택배,0,면세,,표시
수산물,제주 은갈치 30팩 소,제이,제이 공급,19300,한진택배,0,면세,,표시
수산물,통통 다듬이 홍합 4kg,쫄깃,쫄깃 공급,7700,씨제이대한통운/롯데택배,0,면세,,표시
농산물·과일,무농약 흑타리버섯 2kg,키움,키움 공급,9500,롯데택배,0,면세,,표시
농산물·과일,절임배추 20kg,화산,화산 공급,37500,씨제이대한통운,0,면세,,표시
선물세트,한우 투쁠 가족 선물세트,한우,한우 공급,52000,로젠택배,0,면세,,표시
선물세트,한우 투쁠 알찬 가족 선물세트,한우,한우 공급,79000,로젠택배,0,면세,,표시
선물세트,한우 꽃등심 선물세트,한우,한우 공급,99000,로젠택배,0,면세,,표시
선물세트,한우 투쁠 꽃등심 선물세트,한우,한우 공급,145000,로젠택배,0,면세,,표시
선물세트,한우 투쁠 명작 선물세트,한우,한우 공급,145000,로젠택배,0,면세,,표시
선물세트,한우 투쁠 명품 선물세트,한우,한우 공급,145000,로젠택배,0,면세,,표시
선물세트,전통 떡 선물세트,떡,떡 공급,32500,씨제이대한통운,0,과세,,표시
선물세트,정성담은 인절미 3종 선물세트,떡,떡 공급,32500,씨제이대한통운,0,과세,,표시
선물세트,프리미엄 떡 선물세트,떡,떡 공급,32500,씨제이대한통운,0,과세,,표시
선물세트,VIP 굴비 선물세트,영광,영광 공급,36000,씨제이대한통운,0,면세,,표시
선물세트,프리미엄 영광굴비 선물세트,영광,영광 공급,33000,씨제이대한통운,0,면세,,표시
선물세트,특왕 민물장어 선물세트,민장,민장 공급,27000,로젠택배/씨제이대한통운,0,면세,,표시
선물세트,프리미엄 민물장어 선물세트,민장,민장 공급,44000,로젠택배/씨제이대한통운,0,면세,,표시
선물세트,특대 9-10미 전복 선물세트,완전,완전 공급,25000,로젠택배/우체국택배,0,면세,,표시
선물세트,특대 9-10미 전복 선물세트 2kg,완전,완전 공급,45000,로젠택배/우체국택배,0,면세,,표시
선물세트,초특대 7-8미 전복 선물세트,완전,완전 공급,26000,로젠택배/우체국택배,0,면세,,표시
선물세트,초특대 7-8미 전복 선물세트 2kg,완전,완전 공급,48000,로젠택배/우체국택배,0,면세,,표시
선물세트,임금님 5-6미 전복 선물세트,완전,완전 공급,27000,로젠택배/우체국택배,0,면세,,표시
선물세트,임금님 5-6미 전복 선물세트 2kg,완전,완전 공급,50000,로젠택배/우체국택배,0,면세,,표시
선물세트,초이스 양념 LA갈비 선물세트,스키,스키 공급,53000,씨제이대한통운,0,과세,,표시
선물세트,초이스 LA꽃갈비 2kg 선물세트,한돈,한돈 공급,83000,씨제이대한통운,0,면세,,표시
